ICD10_Code,dx_name,N,oncotree_code,Confidence,Metastasis,ICD10 info,level_1,level_2,level_3,level_4,level_5
C18.9,Adenocarcinoma of large intestine (CMS-HCC),1,,,,,,,,,
C18.9,Mucinous adenocarcinoma of colon (CMS-HCC),1,,,,,,,,,
C18.9,Primary adenocarcinoma of colon (CMS-HCC),1,,,,,,,,,
C18.9,Primary colon cancer with metastasis to other site (CMS-HCC),1,,,,,,,,,
C19,Colorectal carcinoma (CMS-HCC),1,,,,,,,,,
C19,Rectosigmoid junction carcinoma (CMS-HCC),1,,,,,,,,,
C20,Adenocarcinoma of rectum (CMS-HCC),1,,,,,,,,,
C20,Carcinoma of rectum (CMS-HCC),1,,,,,,,,,
C20,Rectal carcinoma (CMS-HCC),1,,,,,,,,,
C20,Squamous cell carcinoma of rectum (CMS-HCC),1,,,,,,,,,
C21.0,Malignant neoplasm of anus (CMS-HCC),1,,,,,,,,,
C21.1,Malignant neoplasm of anal canal (CMS-HCC),1,,,,,,,,,
C21.8,Cancer of anorectal junction (CMS-HCC),1,,,,,,,,,
C22.0,Hepatocellular carcinoma,1,,,,,,,,,
C22.0,Primary fibrolamellar hepatocellular carcinoma of liver (CMS-HCC),1,,,,,,,,,
C23,Gallbladder carcinoma (CMS-HCC),1,,,,,,,,,
C23,Malignant neoplasm of gallbladder (CMS-HCC),1,,,,,,,,,
C24.0,Adenocarcinoma of bile duct (CMS-HCC),1,,,,,,,,,
C24.0,Malignant neoplasm of extrahepatic bile duct (CMS-HCC),1,,,,,,,,,
C24.0,Recurrent cholangiocarcinoma of bile duct (CMS-HCC),1,,,,,,,,,
C24.8,Peri-ampullary carcinoma (CMS-HCC),1,,,,,,,,,
C24.9,Cholangiocarcinoma determined by biopsy of biliary tract (CMS-HCC),1,,,,,,,,,
C25.0,Adenocarcinoma of head of pancreas (CMS-HCC),1,,,,,,,,,
C25.0,Primary cancer of head of pancreas (CMS-HCC),1,,,,,,,,,
C25.1,Primary malignant neoplasm of body of pancreas (CMS-HCC),1,,,,,,,,,
C25.2,Cancer of pancreas,1,,,,,,,,,
C25.4,Carcinoma of endocrine pancreas (CMS-HCC),1,,,,,,,,,
C25.9,Carcinoma of pancreas (CMS-HCC),1,,,,,,,,,
C25.9,Primary pancreatic cancer with metastasis to other site (CMS-HCC),1,,,,,,,,,
C25.9,Stage IV adenocarcinoma of pancreas (CMS-HCC),1,,,,,,,,,
C26.1,Primary angiosarcoma of spleen (CMS-HCC),1,,,,,,,,,
C26.9,Mucinous adenocarcinoma of gastrointestinal tract (CMS-HCC),1,,,,,,,,,
C30.0,Cancer of nasal cavities (CMS-HCC),1,,,,,,,,,
C30.0,Cancer of nasal cavity and sinus (CMS-HCC),1,,,,,,,,,
C30.0,Carcinoma of nasal cavity (CMS-HCC),1,,,,,,,,,
C31.0,Malignant neoplasm of maxillary sinus (CMS-HCC),1,,,,,,,,,
C31.0,Malignant tumor of maxillary sinus (CMS-HCC),1,,,,,,,,,
C31.0,Maxillary sinus cancer (CMS-HCC),1,,,,,,,,,
C31.0,Sinus,1,,,,,,,,,
C31.0,Squamous cell carcinoma of maxillary sinus (CMS-HCC),1,,,,,,,,,
C31.9,Cancer of nasal cavity and sinus (CMS-HCC),1,,,,,,,,,
C31.9,Sinonasal undifferentiated carcinoma (CMS-HCC),1,,,,,,,,,
C32.0,Carcinoma of glottis (CMS-HCC),1,,,,,,,,,
C32.1,Cancer of supraglottis (CMS-HCC),1,,,,,,,,,
C32.1,Malignant neoplasm of laryngeal surface of epiglottis (CMS-HCC),1,,,,,,,,,
C32.9,Cancer of larynx (CMS-HCC),1,,,,,,,,,
C32.9,Larynx carcinoma (CMS-HCC),1,,,,,,,,,
C32.9,Malignant neoplasm of larynx (CMS-HCC),1,,,,,,,,,
C33,Malignant neoplasm of trachea,1,,,,,,,,,
C33,Malignant neoplasm of trachea (CMS-HCC),1,,,,,,,,,
C34.10,Malignant neoplasm of upper lobe of lung,1,,,,,,,,,
C34.11,Primary cancer of right upper lobe of lung (CMS-HCC),1,,,,,,,,,
C34.12,Primary adenocarcinoma of upper lobe of left lung (CMS-HCC),1,,,,,,,,,
C34.2,Malignant neoplasm of middle lobe of lung (CMS-HCC),1,,,,,,,,,
C34.30,Malignant neoplasm of lower lobe of lung,1,,,,,,,,,
C34.31,Primary malignant neoplasm of right lower lobe of lung (CMS-HCC),1,,,,,,,,,
C34.32,Malignant neoplasm of lower lobe of left lung (CMS-HCC),1,,,,,,,,,
C34.80,Malignant neoplasm of overlapping sites of lung,1,,,,,,,,,
C34.80,Malignant neoplasm of trachea,1,,,,,,,,,
C34.82,Malignant neoplasm of overlapping sites of left lung (CMS-HCC),1,,,,,,,,,
C34.90,Bronchoalveolar carcinoma (CMS-HCC),1,,,,,,,,,
C34.90,Cancer of lung parenchyma (CMS-HCC),1,,,,,,,,,
C34.90,EGFR-related lung cancer (CMS-HCC),1,,,,,,,,,
C34.90,Extensive stage primary small cell carcinoma of lung (CMS-HCC),1,,,,,,,,,
C34.90,Malignant lung neoplasm (CMS-HCC),1,,,,,,,,,
C34.90,Malignant neoplasm of bronchus and lung (CMS-HCC),1,,,,,,,,,
C34.90,Metastatic lung cancer (metastasis from lung to other site),1,,,,,,,,,
C34.90,Metastatic primary lung cancer,1,,,,,,,,,
C34.90,Metastatic primary lung cancer (CMS-HCC),1,,,,,,,,,
C34.90,Non-small cell carcinoma of lung (CMS-HCC),1,,,,,,,,,
C34.90,Primary lung adenocarcinoma,1,,,,,,,,,
C34.90,Primary lung cancer with metastasis from lung to other site (CMS-HCC),1,,,,,,,,,
C34.90,Primary lung squamous cell carcinoma,1,,,,,,,,,
C34.90,Recurrent non-small cell lung cancer (CMS-HCC),1,,,,,,,,,
C34.90,Recurrent squamous cell carcinoma of lung (CMS-HCC),1,,,,,,,,,
C34.90,SCCA (small cell carcinoma of lung) (CMS-HCC),1,,,,,,,,,
C34.90,Small cell lung cancer,1,,,,,,,,,
C34.90,Squamous cell lung cancer,1,,,,,,,,,
C34.90,Stage 4 lung cancer,1,,,,,,,,,
C34.91,Adenocarcinoma,1,,,,,,,,,
C34.91,Adenocarcinoma of right lung,1,,,,,,,,,
C34.91,Bilateral lung cancer (CMS-HCC),1,,,,,,,,,
C34.91,Primary lung adenocarcinoma,1,,,,,,,,,
C34.91,Primary lung squamous cell carcinoma,1,,,,,,,,,
C34.91,Primary malignant neoplasm of right lung metastatic to other site (CMS-HCC),1,,,,,,,,,
C34.91,Small cell lung cancer,1,,,,,,,,,
C34.91,Squamous cell carcinoma of bronchus,1,,,,,,,,,
C34.91,Squamous cell carcinoma of lung,1,,,,,,,,,
C34.92,Adenocarcinoma,1,,,,,,,,,
C34.92,Adenocarcinoma of left lung (CMS-HCC),1,,,,,,,,,
C34.92,Bilateral lung cancer (CMS-HCC),1,,,,,,,,,
C34.92,Malignant neoplasm of left lung (CMS-HCC),1,,,,,,,,,
C34.92,Primary lung cancer,1,,,,,,,,,
C34.92,Primary malignant neoplasm of left lung (CMS-HCC),1,,,,,,,,,
C34.92,Small cell carcinoma of left lung (CMS-HCC),1,,,,,,,,,
C34.92,Stage II adenocarcinoma of lung,1,,,,,,,,,
C37,Thymoma,1,,,,,,,,,
C38.0,Cardiac cancer (CMS-HCC),1,,,,,,,,,
C38.3,Extragonadal germ cell tumor of mediastinum (CMS-HCC),1,,,,,,,,,
C40.00,Malignant neoplasm of scapula and long bones of upper limb,1,,,,,,,,,
C40.20,Cancer of femur (CMS-HCC),1,,,,,,,,,
C41.0,Cancer of temporal bone (CMS-HCC),1,,,,,,,,,
C41.2,Cancer of thoracic vertebral column (CMS-HCC),1,,,,,,,,,
C41.2,Chordoma (CMS-HCC),1,,,,,,,,,
C41.9,Chondrosarcoma (CMS-HCC),1,,,,,,,,,
C41.9,Ewing's sarcoma (CMS-HCC),1,,,,,,,,,
C41.9,Ewing's sarcoma of bone (CMS-HCC),1,,,,,,,,,
C41.9,Malignant neoplasm of bone (CMS-HCC),1,,,,,,,,,
C41.9,Malignant neoplasm of bone and articular cartilage (CMS-HCC),1,,,,,,,,,
C41.9,Malignant neoplasm of bone with metastases (CMS-HCC),1,,,,,,,,,
C41.9,Metastatic bone cancer (CMS-HCC),1,,,,,,,,,
C43.0,Malignant melanoma of lip (CMS-HCC),1,,,,,,,,,
C43.10,Malignant melanoma of right eyelid (CMS-HCC),1,,,,,,,,,
C43.112,Malignant melanoma of skin of right lower eyelid,1,,,,,,,,,
C43.20,Malignant melanoma of skin of auricle (CMS-HCC),1,,,,,,,,,
C43.21,Malignant melanoma of right ear (CMS-HCC),1,,,,,,,,,
C43.30,Malignant melanoma of face (CMS-HCC),1,,,,,,,,,
C43.31,Malignant melanoma of skin of nose (CMS-HCC),1,,,,,,,,,
C43.31,Melanoma of nose (CMS-HCC),1,,,,,,,,,
C43.39,Malignant melanoma of left temple (CMS-HCC),1,,,,,,,,,
C43.39,Melanoma of left temple (CMS-HCC),1,,,,,,,,,
C43.4,Malignant melanoma of occipital region of scalp (CMS-HCC),1,,,,,,,,,
C43.4,Malignant melanoma of scalp (CMS-HCC),1,,,,,,,,,
C43.59,Malignant melanoma of skin of abdomen (CMS-HCC),1,,,,,,,,,
C43.59,Malignant melanoma of skin of back (CMS-HCC),1,,,,,,,,,
C43.59,Malignant melanoma of skin of trunk,1,,,,,,,,,
C43.59,Malignant melanoma of upper back (CMS-HCC),1,,,,,,,,,
C43.59,Melanoma of abdomen (CMS-HCC),1,,,,,,,,,
C43.59,Melanoma of abdominal wall (CMS-HCC),1,,,,,,,,,
C43.59,Melanoma of axilla (CMS-HCC),1,,,,,,,,,
C43.59,Melanoma of upper back excluding scapular region (CMS-HCC),1,,,,,,,,,
C43.61,Malignant melanoma of right shoulder (CMS-HCC),1,,,,,,,,,
C43.61,Melanoma of shoulder,1,,,,,,,,,
C43.61,Melanoma of upper arm,1,,,,,,,,,
C43.62,Malignant melanoma of left upper extremity including shoulder (CMS-HCC),1,,,,,,,,,
C43.62,Malignant melanoma of skin of upper limb,1,,,,,,,,,
C43.62,Melanoma,1,,,,,,,,,
C43.62,Melanoma of shoulder,1,,,,,,,,,
C43.70,Malignant melanoma of lower extremity,1,,,,,,,,,
C43.70,Malignant melanoma of lower leg (CMS-HCC),1,,,,,,,,,
C43.70,Malignant melanoma of skin of foot (CMS-HCC),1,,,,,,,,,
C43.70,Malignant melanoma of skin of lower limb,1,,,,,,,,,
C43.70,Melanoma of ankle (CMS-HCC),1,,,,,,,,,
C43.70,Melanoma of lower limb (CMS-HCC),1,,,,,,,,,
C43.70,Melanoma of plantar aspect of foot (CMS-HCC),1,,,,,,,,,
C43.70,Melanoma of thigh (CMS-HCC),1,,,,,,,,,
C43.71,Malignant melanoma of right lower extremity (CMS-HCC),1,,,,,,,,,
C43.71,Malignant melanoma of right thigh (CMS-HCC),1,,,,,,,,,
C43.71,Malignant melanoma of toe of right foot (CMS-HCC),1,,,,,,,,,
C43.72,Melanoma of foot,1,,,,,,,,,
C43.72,Melanoma of lower leg,1,,,,,,,,,
C43.8,Malignant melanoma of overlapping sites (CMS-HCC),1,,,,,,,,,
C43.9,Malignant melanoma of other specified sites of skin,1,,,,,,,,,
C43.9,Malignant melanoma of skin (CMS-HCC),1,,,,,,,,,
C44.111,BCC (basal cell carcinoma),1,,,,,,,,,
C44.111,Basal cell carcinoma of eyelid,1,,,,,,,,,
C44.121,Squamous cell cancer of skin of eyelid,1,,,,,,,,,
C44.209,Cancer of skin of left ear,1,,,,,,,,,
C44.212,Basal cell carcinoma,1,,,,,,,,,
C44.212,Basal cell carcinoma of right ear,1,,,,,,,,,
C44.219,BCC (basal cell carcinoma),1,,,,,,,,,
C44.219,Basal cell carcinoma,1,,,,,,,,,
C44.219,Basal cell carcinoma of skin of left ear,1,,,,,,,,,
C44.222,Squamous cell cancer of external ear,1,,,,,,,,,
C44.222,Squamous cell carcinoma of right external ear,1,,,,,,,,,
C44.222,Squamous cell carcinoma of skin of ear and external auditory canal,1,,,,,,,,,
C44.229,Squamous cell cancer of skin of earlobe,1,,,,,,,,,
C44.229,Squamous cell cancer of skin of helix of left ear,1,,,,,,,,,
C44.301,Skin cancer of nose,1,,,,,,,,,
C44.309,Malignant neoplasm of skin of parts of face,1,,,,,,,,,
C44.310,BCC (basal cell carcinoma),1,,,,,,,,,
C44.310,Basal cell carcinoma (BCC) of skin of face,1,,,,,,,,,
C44.310,Facial basal cell cancer,1,,,,,,,,,
C44.311,Basal cell carcinoma of nasal tip,1,,,,,,,,,
C44.311,Basal cell carcinoma of nose,1,,,,,,,,,
C44.320,SCC (squamous cell carcinoma),1,,,,,,,,,
C44.321,Squamous cell carcinoma of nose,1,,,,,,,,,
C44.321,Squamous cell carcinoma of skin of nasal tip,1,,,,,,,,,
C44.329,Squamous cell carcinoma of preauricular region,1,,,,,,,,,
C44.329,Squamous cell carcinoma of skin of cheek,1,,,,,,,,,
C44.329,Squamous cell carcinoma of skin of left cheek,1,,,,,,,,,
C44.329,Squamous cell carcinoma of skin of orbit,1,,,,,,,,,
C44.40,Cancer of skin of scalp,1,,,,,,,,,
C44.41,Basal cell carcinoma of skin of neck,1,,,,,,,,,
C44.42,Squamous cell carcinoma of scalp,1,,,,,,,,,
C44.42,Squamous cell carcinoma of scalp and skin of neck,1,,,,,,,,,
C44.49,Dermatofibrosarcoma protuberans of scalp,1,,,,,,,,,
C44.509,Skin cancer of chest,1,,,,,,,,,
C44.519,Basal cell carcinoma of skin of other part of trunk,1,,,,,,,,,
C44.521,Squamous cell carcinoma,1,,,,,,,,,
C44.599,Malignant neoplasm of skin of trunk,1,,,,,,,,,
C44.619,Basal cell carcinoma of skin of left upper limb,1,,,,,,,,,
C44.622,Squamous cell cancer of skin of elbow,1,,,,,,,,,
C44.622,Squamous cell skin cancer,1,,,,,,,,,
C44.629,Squamous cell cancer of skin of upper arm,1,,,,,,,,,
C44.629,Squamous cell carcinoma of skin of left upper extremity,1,,,,,,,,,
C44.712,Basal cell carcinoma of leg,1,,,,,,,,,
C44.719,Basal cell carcinoma,1,,,,,,,,,
C44.719,Basal cell carcinoma (BCC) of skin of left lower extremity including hip,1,,,,,,,,,
C44.719,Basal cell carcinoma of left lower extremity,1,,,,,,,,,
C44.721,Squamous cell carcinoma of lower leg,1,,,,,,,,,
C44.721,Squamous cell carcinoma of skin of lower extremity,1,,,,,,,,,
C44.729,SCC (squamous cell carcinoma),1,,,,,,,,,
C44.729,Squamous cell carcinoma of foot,1,,,,,,,,,
C44.729,Squamous cell carcinoma of skin of calf,1,,,,,,,,,
C44.729,Squamous cell skin cancer,1,,,,,,,,,
C44.91,CA skin,1,,,,,,,,,
C44.92,Squamous cell carcinoma of unknown origin,1,,,,,,,,,
C44.99,Mucinous eccrine carcinoma of skin,1,,,,,,,,,
C44.99,Pagets disease,1,,,,,,,,,
C45.0,Mesothelioma (pleural) (CMS-HCC),1,,,,,,,,,
C45.1,Primary malignant mesothelioma of parietal peritoneum (CMS-HCC),1,,,,,,,,,
C46.9,Kaposi's sarcoma (CMS-HCC),1,,,,,,,,,
C47.12,Malignant peripheral nerve sheath tumor of left upper extremity (CMS-HCC),1,,,,,,,,,
C47.12,Mpnst (malignant nerve sheath tumor) of upper limb,1,,,,,,,,,
C48.0,Fibrosarcoma of retroperitoneum (CMS-HCC),1,,,,,,,,,
C48.0,Leiomyosarcoma of retroperitoneum (CMS-HCC),1,,,,,,,,,
C48.0,Malignant neoplasm of retroperitoneum (CMS-HCC),1,,,,,,,,,
C48.2,Malignant neoplasm of peritoneum,1,,,,,,,,,
C48.2,Malignant neoplasm of peritoneum (CMS-HCC),1,,,,,,,,,
C48.2,Malignant peritoneal local recurrence (CMS-HCC),1,,,,,,,,,
C49.0,Sarcoma of neck (CMS-HCC),1,,,,,,,,,
C49.0,Sarcoma of scalp (CMS-HCC),1,,,,,,,,,
C49.10,Malignant neoplasm of connective and other soft tissue of upper limb,1,,,,,,,,,
C49.20,Malignant tumor of soft tissue of leg,1,,,,,,,,,
C49.20,Sarcoma of lower extremity (CMS-HCC),1,,,,,,,,,
C49.20,Soft tissue sarcoma of lower extremity (CMS-HCC),1,,,,,,,,,
C49.21,Leiomyosarcoma of lower extremity,1,,,,,,,,,
C49.21,Liposarcoma of lower extremity,1,,,,,,,,,
C49.22,Liposarcoma of left thigh (CMS-HCC),1,,,,,,,,,
C49.22,Liposarcoma of lower extremity,1,,,,,,,,,
C49.22,Soft tissue sarcoma of left lower extremity (CMS-HCC),1,,,,,,,,,
C49.22,Soft tissue sarcoma of lower extremity,1,,,,,,,,,
C49.4,Paraganglioma and gastric stromal sarcoma associated with mutation in SDHB gene (CMS-HCC),1,,,,,,,,,
C49.4,Primary sarcoma of intra-abdominal site (CMS-HCC),1,,,,,,,,,
C49.4,Rhabdomyosarcoma of abdomen (CMS-HCC),1,,,,,,,,,
C49.4,SDHB-related paraganglioma and gastric stromal sarcoma (CMS-HCC),1,,,,,,,,,
C49.9,Alveolar rhabdomyosarcoma (CMS-HCC),1,,,,,,,,,
C49.9,Liposarcoma,1,,,,,,,,,
C49.9,Local recurrence of cancer of soft tissue (CMS-HCC),1,,,,,,,,,
C49.9,Malignant fibrous histiocytoma (CMS-HCC),1,,,,,,,,,
C49.9,Malignant neoplasm of soft tissue (CMS-HCC),1,,,,,,,,,
C49.9,Spindle cell sarcoma (CMS-HCC),1,,,,,,,,,
C49.A0,Gastrointestinal stromal tumor (CMS-HCC),1,,,,,,,,,
C49.A0,Gastrointestinal stromal tumor (GIST) associated with mutation in SDHB gene (CMS-HCC),1,,,,,,,,,
C49.A0,Malignant GIST (CMS-HCC),1,,,,,,,,,
C49.A0,Malignant gastrointestinal stromal tumor,1,,,,,,,,,
C49.A3,Gastrointestinal stromal tumor (GIST) of duodenum (CMS-HCC),1,,,,,,,,,
C49.A3,Gastrointestinal stromal tumor (GIST) of small intestine (CMS-HCC),1,,,,,,,,,
C49.A4,Malignant gastrointestinal stromal tumor (GIST) of large intestine (CMS-HCC),1,,,,,,,,,
C49.A5,Gastrointestinal stromal tumor (GIST) of rectum (CMS-HCC),1,,,,,,,,,
C4A.9,Merkel cell cancer (CMS-HCC),1,,,,,,,,,
C4A.9,Merkel cell carcinoma (CMS-HCC),1,,,,,,,,,
C50.011,Malignant neoplasm of nipple of right breast in female,1,,,,,,,,,
C50.011,Paget's disease of nipple,1,,,,,,,,,
C50.011,Paget's disease of right breast (CMS-HCC),1,,,,,,,,,
C50.112,Malignant neoplasm of central portion of left breast (CMS-HCC),1,,,,,,,,,
C50.112,Malignant neoplasm of central portion of left breast in female,1,,,,,,,,,
C50.119,Malignant neoplasm of central portion of female breast (CMS-HCC),1,,,,,,,,,
C50.211,Breast cancer of upper-inner quadrant of right female breast (CMS-HCC),1,,,,,,,,,
C50.212,Malignant neoplasm of upper-inner quadrant of left breast in female,1,,,,,,,,,
C50.212,Malignant neoplasm of upper-inner quadrant of left female breast,1,,,,,,,,,
C50.311,Malignant neoplasm of lower-inner quadrant of right breast of female,1,,,,,,,,,
C50.411,Malignant neoplasm of upper-outer quadrant of right breast,1,,,,,,,,,
C50.411,Malignant neoplasm of upper-outer quadrant of right female breast,1,,,,,,,,,
C50.422,Malignant neoplasm of upper-outer quadrant of left male breast (CMS-HCC),1,,,,,,,,,
C50.612,Malignant neoplasm of axillary tail of left breast in female,1,,,,,,,,,
C50.811,Malignant neoplasm of midline of right female breast (CMS-HCC),1,,,,,,,,,
C50.811,Malignant neoplasm of overlapping sites of both breasts in female,1,,,,,,,,,
C50.812,Malignant neoplasm of overlapping sites of both breasts in female,1,,,,,,,,,
C50.911,Bilateral malignant neoplasm of breast in female,1,,,,,,,,,
C50.911,Bilateral malignant neoplasm of breast in female (CMS-HCC),1,,,,,,,,,
C50.911,Chest wall recurrence of breast cancer,1,,,,,,,,,
C50.911,Ductal carcinoma of breast,1,,,,,,,,,
C50.911,Infiltrating duct and lobular carcinoma of right breast (CMS-HCC),1,,,,,,,,,
C50.911,Infiltrating ductal carcinoma of right female breast (CMS-HCC),1,,,,,,,,,
C50.911,Invasive lobular carcinoma of breast,1,,,,,,,,,
C50.911,Invasive lobular carcinoma of right breast,1,,,,,,,,,
C50.911,Lobular carcinoma of breast,1,,,,,,,,,
C50.911,Local recurrence of cancer of right breast (CMS-HCC),1,,,,,,,,,
C50.911,Malignant neoplasm of both breasts (CMS-HCC),1,,,,,,,,,
C50.911,Primary malignant neoplasm of right female breast (CMS-HCC),1,,,,,,,,,
C50.911,Recurrent breast cancer,1,,,,,,,,,
C50.911,Stage 3 carcinoma of breast,1,,,,,,,,,
C50.912,Bilateral malignant neoplasm of breast in female,1,,,,,,,,,
C50.912,Bilateral malignant neoplasm of breast in female (CMS-HCC),1,,,,,,,,,
C50.912,Infiltrating ductal carcinoma of breast,1,,,,,,,,,
C50.912,Invasive lobular carcinoma of breast,1,,,,,,,,,
C50.912,Malignant neoplasm of both breasts (CMS-HCC),1,,,,,,,,,
C50.912,Primary malignant neoplasm of breast,1,,,,,,,,,
C50.919,Angiosarcoma of female breast,1,,,,,,,,,
C50.919,Carcinoma of breast (CMS-HCC),1,,,,,,,,,
C50.919,Chest wall recurrence of breast cancer (CMS-HCC),1,,,,,,,,,
C50.919,HER2-positive carcinoma of breast (CMS-HCC),1,,,,,,,,,
C50.919,Infiltrating lobular carcinoma (CMS-HCC),1,,,,,,,,,
C50.919,Inflammatory breast cancer (CMS-HCC),1,,,,,,,,,
C50.919,Invasive lobular carcinoma of breast,1,,,,,,,,,
C50.919,Lobular breast cancer (CMS-HCC),1,,,,,,,,,
C50.919,Malignant neoplasm of breast,1,,,,,,,,,
C50.919,Malignant neoplasm of breast stage T3,1,,,,,,,,,
C50.919,Malignant neoplasm of breast with BRCA1 gene mutation (CMS-HCC),1,,,,,,,,,
C50.919,Primary breast malignancy (CMS-HCC),1,,,,,,,,,
C50.919,Recurrent breast cancer (CMS-HCC),1,,,,,,,,,
C50.919,Stage 1 breast cancer,1,,,,,,,,,
C50.922,Malignant neoplasm of left male breast (CMS-HCC),1,,,,,,,,,
C51.0,Melanoma of labia majora (CMS-HCC),1,,,,,,,,,
C51.9,Primary vulvar cancer (CMS-HCC),1,,,,,,,,,
C52,Malignant melanoma of vagina (CMS-HCC),1,,,,,,,,,
C52,Recurrent vaginal cancer (CMS-HCC),1,,,,,,,,,
C52,Vaginal cancer (CMS-HCC),1,,,,,,,,,
C53.0,Cancer of cervical canal (CMS-HCC),1,,,,,,,,,
C53.0,Malignant neoplasm of endocervix (CMS-HCC),1,,,,,,,,,
C53.8,Malignant neoplasm of overlapping sites of cervix (CMS-HCC),1,,,,,,,,,
C53.9,Cervical adenocarcinoma (CMS-HCC),1,,,,,,,,,
C54.1,Adenocarcinoma of the endometrium/uterus (CMS-HCC),1,,,,,,,,,
C54.1,Endometrial stromal sarcoma (CMS-HCC),1,,,,,,,,,
C54.1,Malignant neoplasm of endometrium (CMS-HCC),1,,,,,,,,,
C54.1,Papillary serous endometrial adenocarcinoma (CMS-HCC),1,,,,,,,,,
C54.9,Malignant neoplasm of corpus uteri,1,,,,,,,,,
C54.9,Malignant neoplasm of corpus uteri (CMS-HCC),1,,,,,,,,,
C55,Malignant neoplasm of uterus (CMS-HCC),1,,,,,,,,,
C56.1,Mucinous cystadenocarcinoma of ovary,1,,,,,,,,,
C56.1,Ovarian cancer on right (CMS-HCC),1,,,,,,,,,
C56.1,Ovarian epithelial cancer,1,,,,,,,,,
C56.2,Clear cell carcinoma of ovary,1,,,,,,,,,
C56.2,Dysgerminoma of left ovary (CMS-HCC),1,,,,,,,,,
C56.2,Dysgerminoma of ovary,1,,,,,,,,,
C56.2,Ovarian cancer on left (CMS-HCC),1,,,,,,,,,
C56.9,Adenocarcinoma (epithelial) of ovary (CMS-HCC),1,,,,,,,,,
C56.9,Endometrioid adenocarcinoma of ovary,1,,,,,,,,,
C56.9,Granulosa cell carcinoma (CMS-HCC),1,,,,,,,,,
C56.9,Granulosa cell carcinoma of ovary,1,,,,,,,,,
C56.9,Mucinous cystadenocarcinoma (CMS-HCC),1,,,,,,,,,
C56.9,Ovarian CA,1,,,,,,,,,
C56.9,Ovarian carcinoma (CMS-HCC),1,,,,,,,,,
C56.9,Ovary cancer (CMS-HCC),1,,,,,,,,,
C56.9,Primary low grade serous adenocarcinoma of ovary (CMS-HCC),1,,,,,,,,,
C56.9,Serous cystadenoma with borderline malignant features (CMS-HCC),1,,,,,,,,,
C57.00,Carcinoma of fallopian tube (CMS-HCC),1,,,,,,,,,
C57.01,Fallopian tube cancer,1,,,,,,,,,
C60.9,Malignant melanoma of skin of penis (CMS-HCC),1,,,,,,,,,
C60.9,Malignant neoplasm of penis (CMS-HCC),1,,,,,,,,,
C60.9,SCC (squamous cell carcinoma),1,,,,,,,,,
C61,Anemia due to chemotx for prostate cancer treated with erythropoietin (CMS-HCC),1,,,,,,,,,
C61,CA prostate,1,,,,,,,,,
C61,Cancer determined by prostate biopsy (CMS-HCC),1,,,,,,,,,
C61,Cancer of prostate (CMS-HCC),1,,,,,,,,,
C61,Carcinoma of prostate (CMS-HCC),1,,,,,,,,,
C61,Primary malignant neoplasm of prostate (CMS-HCC),1,,,,,,,,,
C62.90,Cancer,1,,,,,,,,,
C62.90,Cancer of testicle (CMS-HCC),1,,,,,,,,,
C62.90,Germ cell tumor of testis (CMS-HCC),1,,,,,,,,,
C62.90,Malignant neoplasm of other and unspecified testis,1,,,,,,,,,
C62.90,Non-seminomatous testicular cancer (CMS-HCC),1,,,,,,,,,
C62.90,Seminoma (CMS-HCC),1,,,,,,,,,
C62.90,Teratoma of testis (CMS-HCC),1,,,,,,,,,
C62.91,Primary testicular cancer,1,,,,,,,,,
C63.12,Spermatic cord CA,1,,,,,,,,,
C63.9,Primary liposarcoma of male genital organ (CMS-HCC),1,,,,,,,,,
C64.1,Carcinoma,1,,,,,,,,,
C64.1,Malignant neoplasm of kidney excluding renal pelvis,1,,,,,,,,,
C64.1,Metastatic renal cell carcinoma,1,,,,,,,,,
C64.1,Renal cell carcinoma of both kidneys (CMS-HCC),1,,,,,,,,,
C64.2,Cancer of kidney,1,,,,,,,,,
C64.2,Cancer of left kidney (CMS-HCC),1,,,,,,,,,
C64.2,Kidney cancer,1,,,,,,,,,
C64.2,Malignant neoplasm of left kidney (CMS-HCC),1,,,,,,,,,
C64.2,Primary malignant neoplasm of left kidney with metastasis from kidney to other site (CMS-HCC),1,,,,,,,,,
C64.2,Renal cell carcinoma of both kidneys (CMS-HCC),1,,,,,,,,,
C64.9,Clear cell adenocarcinoma of kidney (CMS-HCC),1,,,,,,,,,
C64.9,Recurrent renal cell carcinoma of kidney (CMS-HCC),1,,,,,,,,,
C64.9,Renal adenocarcinoma (CMS-HCC),1,,,,,,,,,
C64.9,Urothelial carcinoma of kidney (CMS-HCC),1,,,,,,,,,
C65.2,Carcinoma of renal pelvis,1,,,,,,,,,
C65.9,Cancer of renal pelvis (CMS-HCC),1,,,,,,,,,
C65.9,Renal pelvis transitional cell malignant neoplasm (CMS-HCC),1,,,,,,,,,
C65.9,Transitional cell carcinoma of renal pelvis (CMS-HCC),1,,,,,,,,,
C67.0,Malignant neoplasm of trigone of urinary bladder (CMS-HCC),1,,,,,,,,,
C67.7,Malignant neoplasm of urachus (CMS-HCC),1,,,,,,,,,
C67.9,Carcinoma of bladder (CMS-HCC),1,,,,,,,,,
C67.9,Malignant neoplasm metastatic from bladder (CMS-HCC),1,,,,,,,,,
C67.9,Malignant neoplasm of bladder (CMS-HCC),1,,,,,,,,,
C67.9,Small cell carcinoma of bladder (CMS-HCC),1,,,,,,,,,
C67.9,Transitional cell bladder cancer (CMS-HCC),1,,,,,,,,,
